,job_title,company,job_location,country,location_type,skills,job_link,employment_type
2352,Web Developer,illuminator Technologies Pvt Ltd,"Bhubaneshwar, Orissa",India,Domestic,"['subversion', 'orm', 'bi', 'css', 'sql', 'java', 'api', 'cassandra', 'https', 'js', 'go', 'r', 'git', 'slo', 'os', 'sa', 'ar', 'san', 'version control', 'gui', 'javascript', 'ide', 'ml', 'html', 'ip', 'json', 'dl', 'nat', 'http', 'ai', 'base', 'redis']",https://www.indeed.co.in/company/illuminator/jobs/Web-Developer-c9054f8bde7ec423?fccid=e98990d54e78439a&vjs=3,Part-time
2353,UI Developer,Potla Tech Solutions,"Hyderabad, Telangana",India,Domestic,"['bi', 'css', 'java', 'ann', 'https', 'js', 'go', 'r', 'excel', 'interpersonal skills', 'cli', 'sa', 'ar', 'javascript', 'ml', 'html', 'ip', 'dl', 'http', 'ai']",https://www.indeed.co.in/company/Potla-tech-solutions/jobs/Ui-Developer-685870716af83f2f?fccid=2fbaa78fb0cf31de&vjs=3,Temporary
2354,Staff Engineer - Frontend,Synaptic,"Gurgaon, Haryana",India,Domestic,"['cd', 'leadership', 'orm', 'bi', 'ci/cd pipelines', 'java', 'saas', 'api', 'ann', 'https', 'js', 'go', 'research', 'unit testing', 'r', 'excel', 'cap', 'os', 'sa', 'ar', 'mentoring', 'mvp', 'javascript', 'ide', 'ci/cd', 'minimum viable product', 'defi', 'ip', 'sla', 'nat', 'http', 'ai', 'base']",https://www.indeed.co.in/rc/clk?jk=c6f16cb2d8c43c64&fccid=62e9d8bd993d802e&vjs=3,Contract
2355,ReactJS Developer,Incipientinfo,"Vadaj Ahmedabad, Gujarat",India,Domestic,"['communication', 'orm', 'bi', 'java', 'code quality', 'api', 'https', 'js', 'go', 'r', 'sa', 'ar', 'ide', 'ip', 'http', 'ai']",https://www.indeed.co.in/company/Incipientinfo/jobs/Reactj-Developer-03102feda5b13436?fccid=791748ae5c08579e&vjs=3,Full-time
2356,"Node js developer (1+ year), Work from Home",Webapps Solutions Pvt. Ltd.,"Salt Lake, Kolkata, West Bengal",India,Domestic,"['communication', 'orm', 'bi', 'sql', 'java', 'api', 'https', 'js', 'go', 'unit testing', 'r', 'cli', 'sa', 'ar', 'javascript', 'ide', 'client feedback', 'ml', 'html', 'ip', 'mvc', 'http', 'ai', 'base']",https://www.indeed.co.in/company/Webapps-Solutions-Pvt.-Ltd./jobs/Node-Js-Developer-c2defcb26d65f9f2?fccid=a8b5b4a8b82505e4&vjs=3,Part-time
2357,Java Developer Currently On Career Break(8months-4yrs career Break),Resource Tree,"Chennai, Tamil Nadu",India,Domestic,"['cd', 'agile', 'orm', 'bi', 'css', 'java', 'ann', 'https', 'js', 'go', 'r', 'cli', 'os', 'sa', 'ar', 'javascript', 'python', 'ml', 'html', 'ip', 'http', 'ai']",https://www.indeed.co.in/company/Resource-Tree/jobs/Java-Developer-Currently-Career-Break-137de06daf7e3470?fccid=5cd7139a4e4a7e26&vjs=3,Contract
2358,Wordpress Developer - 3+ yrs exp,IndGlobal Digital Pvt Ltd,"Kolkata, West Bengal",India,Domestic,"['orm', 'bi', 'css', 'java', 'api', 'xml', 'https', 'js', 'go', 'r', 'restful apis', 'git', 'svn', 'os', 'sa', 'ar', 'javascript', 'ide', 'ml', 'html', 'ip', 'json', 'http', 'base']",https://www.indeed.co.in/company/IndGlobal-Digital-Pvt-Ltd/jobs/Wordpress-Developer-7b8b2a9b26b705ee?fccid=ca277a9f34917b69&vjs=3,Part-time
2359,Wordpress Developer,Hackploit Technologies,"Jaipur, Rajasthan",India,Domestic,"['orm', 'bi', 'ann', 'pd', 'https', 'js', 'go', 'r', 'cli', 'sa', 'ar', 'ide', 'project management', 'bdd', 'ip', 'http', 'ai']",https://www.indeed.co.in/company/Hackploit-Technologies/jobs/Wordpress-Developer-bdde8d8ec36737df?fccid=ec188a66e923aeaf&vjs=3,Part-time
2360,Wordpress Developer,Zigsaw Consultancy Services,"Delhi, Delhi",India,Domestic,"['communication', 'security', 'orm', 'bi', 'css', 'sql', 'java', 'ann', 'pd', 'https', 'js', 'go', 'r', 'editing', 'os', 'sa', 'ar', 'gui', 'monitoring', 'javascript', 'ide', 'ml', 'html', 'ip', 'dl', 'nat', 'http', 'ai', 'base']",https://www.indeed.co.in/company/GoodLuck-From-Lakecity/jobs/Wordpress-Developer-97e76fb2504bb1d6?fccid=c515e3b3b8fd2ea3&vjs=3,Contract
2361,17 Front end developer – Job Code (FED -90),UVJ Technologies,"Kochi, Kerala",India,Domestic,"['communication', 'big data', 'vcs', 'orm', 'bi', 'css', 'java', 'pd', 'https', 'linux', 'js', 'go', 'r', 'git', 'os', 'sa', 'ar', 'version control', 'javascript', 'python', 'elasticsearch', 'ml', 'html', 'ip', 'docker', 'http', 'ai', 'base']",https://www.indeed.co.in/rc/clk?jk=2a68016c114a3e11&fccid=d1c3e6e342c9eef7&vjs=3,Internship
2362,Node js developer/Backend Developer v,Curbwaste,"Mumbai, Maharashtra",India,Domestic,"['aws', 'security', 'orm', 'sql', 'saas', 'api', 'https', 'graphql', 'js', 'go', 'nosql', 'api gateway', 'r', 'cli', 'os', 'sa', 'ar', 'http', 'ai', 'base']",https://www.indeed.co.in/company/Curbwaste/jobs/Node-Js-Developer-Backend-Developer-0aa5210d7e4e74f7?fccid=64198a6a327b384e&vjs=3,Contract
2363,Web Developer - Team Leader,Adroit Infosol,"Vadodara, Gujarat",India,Domestic,"['communication', 'bi', 'css', 'sql', 'java', 'team building', 'api', 'https', 'js', 'go', 'r', 'slo', 'cli', 'os', 'sa', 'ar', 'mentoring', 'javascript', 'ml', 'html', 'ip', 'sla', 'http', 'base']",https://www.indeed.co.in/company/Adroit-Infosol/jobs/Web-Developer-2dfd8cbd89e9b723?fccid=9a0260f6ad564b05&vjs=3,Internship
2364,Urgent hiring for Web Developer,Walstar technologies pvt.ltd,"Kolhapur, Maharashtra",India,Domestic,"['bi', 'css', 'java', 'https', 'js', 'go', 'r', 'ar', 'ide', 'ml', 'html', 'ip', 'http', 'ai', 'base']",https://www.indeed.co.in/company/Walstar-Technologies-Pvt.Ltd/jobs/Web-Developer-9bf5be21b71a5044?fccid=ba978621c26f16ac&vjs=3,Full-time
2365,Node js developer,Nexus pro services,"Bengaluru, Karnataka",India,Domestic,"['aws', 'microservices', 'security', 'bi', 'sql', 'api', 'ann', 'https', 'graphql', 'js', 'go', 'r', 'os', 'sa', 'ar', 'ide', 'docker', 'nat', 'http', 'ai']",https://www.indeed.co.in/company/Nexus-pro-services/jobs/Node-Js-Developer-74ad826c855df814?fccid=2c6aab58476722eb&vjs=3,Temporary
2366,Wordpress Developer,Dot Angle,"Mysore, Karnataka",India,Domestic,"['bi', 'css', 'java', 'pd', 'https', 'js', 'go', 'r', 'cli', 'sa', 'ar', 'javascript', 'ml', 'html', 'ip', 'nat', 'http', 'ai']",https://www.indeed.co.in/company/DOT-ANGLE/jobs/Wordpress-Developer-f8a40879afc71d98?fccid=f4dbede428d51f29&vjs=3,Temporary
2367,We are hiring Nodejs & React JS developer,AptTechSols,"Jaipur, Rajasthan",India,Domestic,"['orm', 'sql', 'api', 'https', 'js', 'go', 'r', 'sa', 'ar', 'ide', 'python', 'ip', 'http', 'ai']",https://www.indeed.co.in/company/AptTechSols/jobs/We-Nodej-React-Js-Developer-6d9731666a9f9dbe?fccid=fe48e821b3a9dd36&vjs=3,Temporary
2368,WordPress developer,Glamourikon,"Delhi, Delhi",India,Domestic,"['orm', 'bi', 'ann', 'https', 'js', 'go', 'r', 'sa', 'ar', 'ide', 'http']",https://www.indeed.co.in/company/Glamourikon/jobs/Wordpress-Developer-08689b0a7a42ccc0?fccid=89af1edcaef68a1d&vjs=3,Part-time
2369,Senior Web Developer,WillShall,"Mohali, Punjab",India,Domestic,"['bi', 'ann', 'https', 'js', 'go', 'r', 'cli', 'os', 'sa', 'ar', 'ip', 'dl', 'http', 'ai']",https://www.indeed.co.in/company/WillShall-Consulting/jobs/Senior-Web-Developer-c3d02f599b39d38f?fccid=e96837a0d73dd55d&vjs=3,Part-time
2370,Web Developer - Fresher,Adroit Infosol,"Vadodara, Gujarat",India,Domestic,"['communication', 'orm', 'bi', 'css', 'sql', 'java', 'pd', 'https', 'js', 'go', 'r', 'excel', 'cli', 'os', 'sa', 'ar', 'javascript', 'ml', 'html', 'ip', 'mvc', 'dl', 'http', 'ai', 'base']",https://www.indeed.co.in/company/Adroit-Infosol/jobs/Web-Developer-8a586f54e7332985?fccid=9a0260f6ad564b05&vjs=3,Internship
2371,Front End Developer,Mantra Softech (India) Pvt Ltd,"Ahmedabad, Gujarat",India,Domestic,"['leadership', 'security', 'orm', 'bi', 'api', 'ann', 'https', 'js', 'go', 'r', 'cap', 'cli', 'os', 'sa', 'ar', 'gui', 'ide', 'ml', 'html', 'ip', 'dl', 'http', 'ai', 'base']",https://www.indeed.co.in/company/Mantra-Softech-India-Pvt-Ltd/jobs/Front-End-Developer-d7c3d8424ab0324a?fccid=976574c8059edb20&vjs=3,Contract
2372,Web Developer,Darwin platform Infrastructure Limited,"Mumbai, Maharashtra",India,Domestic,"['orm', 'bi', 'css', 'java', 'api', 'ann', 'pd', 'https', 'js', 'go', 'r', 'git', 'os', 'sa', 'ar', 'version control', 'javascript', 'ide', 'ml', 'html', 'ip', 'http', 'ai']",https://www.indeed.co.in/company/Darwin-platform-Infrastructure-Limited/jobs/Web-Developer-11163d833d511a3f?fccid=19fe341b3b542dd2&vjs=3,Internship
2373,Lead UI Developer,Conduent,Remote,India,Domestic,"['communication', 'security', 'orm', 'bi', 'css', 'java', 'xml', 'https', 'js', 'go', 'r', 'cli', 'os', 'sa', 'ar', 'gui', 'javascript', 'ide', 'ml', 'html', 'ip', 'json', 'nat', 'http', 'ai', 'base']",https://www.indeed.co.in/rc/clk?jk=dbd37271563a77f5&fccid=88f5eba43de70e76&vjs=3,Part-time
2374,Wordpress Developer,MINDS JOURNAL PVT LTD,"Kolkata, West Bengal",India,Domestic,"['bi', 'css', 'java', 'ann', 'pd', 'writing skills', 'https', 'js', 'go', 'r', 'excel', 'slo', 'os', 'sa', 'ar', 'ml', 'html', 'ip', 'http', 'ai']",https://www.indeed.co.in/company/Minds-Journal-OPC/jobs/Wordpress-Developer-ef3618ed7b943936?fccid=c1f6c08091431efc&vjs=3,Internship
2375,Experienced Front End Designer,Manorama Web Solutions Pvt. Ltd.,"Bhubaneshwar, Orissa",India,Domestic,"['css', 'java', 'https', 'js', 'go', 'r', 'sa', 'ar', 'javascript', 'ide', 'ml', 'html', 'ip', 'dl', 'http']",https://www.indeed.co.in/company/Manorama-Web-Solutions-Pvt.-Ltd./jobs/Experienced-Front-End-Designer-f8ab62562aaf7d6b?fccid=42f2df450f4eda2b&vjs=3,Contract
2376,React Native Developer,Gazetinc Technology LLP,"Gurgaon, Haryana",India,Domestic,"['orm', 'bi', 'api', 'ann', 'https', 'js', 'go', 'r', 'sa', 'ar', 'ide', 'ml', 'html', 'nat', 'http', 'ai', 'base']",https://www.indeed.co.in/company/Gazetinc-Technology-LLP/jobs/React-Native-Developer-b3d4c8542c8aaf13?fccid=e837d9f1d970011f&vjs=3,Part-time
2377,8 ROR Developer-Job Code(ROR-74),UVJ Technologies,"Kochi, Kerala",India,Domestic,"['communication', 'css', 'java', 'pd', 'https', 'js', 'problem solving', 'go', 'r', 'excel', 'os', 'sa', 'ar', 'javascript', 'ml', 'html', 'ip', 'http', 'ai', 'base']",https://www.indeed.co.in/rc/clk?jk=92bc50a34302efbf&fccid=d1c3e6e342c9eef7&vjs=3,Temporary
2378,React Native Developer,Avestan Technologies,"Nagpur, Maharashtra",India,Domestic,"['agile', 'bi', 'css', 'java', 'ann', 'https', 'js', 'go', 'r', 'os', 'sa', 'ar', 'javascript', 'gpu', 'ml', 'html', 'ip', 'nat', 'http']",https://www.indeed.co.in/company/Avestan-Technologies/jobs/React-Native-Developer-bb7588a6f5fe00d4?fccid=0e16bf95b441a0c8&vjs=3,Temporary
2379,Arabic Web Developer,Hyring.com,"Chennai, Tamil Nadu",India,Domestic,"['orm', 'bi', 'css', 'java', 'ann', 'https', 'js', 'go', 'r', 'os', 'sa', 'ar', 'javascript', 'ide', 'ml', 'html', 'ip', 'dl', 'http', 'ai']",https://www.indeed.co.in/company/Hyring.com/jobs/Arabic-Web-Developer-0856c6ee42b8234d?fccid=928f8e6991bc385d&vjs=3,Full-time
2380,Node js developer,Fusion Techlab,"Kolkata, West Bengal",India,Domestic,"['aws', 'security', 'orm', 'api', 'https', 'js', 'go', 'r', 'sa', 'ar', 'ip', 'http']",https://www.indeed.co.in/company/Fusion-Techlab/jobs/Node-Js-Developer-203d47e662bfd5bc?fccid=9605f5644937f599&vjs=3,Full-time
2381,Full Stack Web Developer,Achieva Technologies,"Hyderabad, Telangana",India,Domestic,"['communication', 'cd', 'agile', 'aws', 'orm', 'bi', 'software development life cycle', 'sql', 'jira', 'api', 'ann', 'https', 'js', 'go', 'sdlc', 'r', 'restful apis', 'git', 'relationship building', 'os', 'sa', 'ar', 'ci/cd', 'ip', 'tdd', 'dl', 'nat', 'http', 'ai', 'base']",https://www.indeed.co.in/company/Achieva-Technologies/jobs/Full-Stack-Web-Developer-06a20ab986f76466?fccid=0dabcfc7e9b1e12e&vjs=3,Part-time
2382,Web Designer & Developer,PRonto Media Solutions,"Jaipur, Rajasthan",India,Domestic,"['communication', 'security', 'orm', 'bi', 'scripting', 'css', 'java', 'api', 'https', 'js', 'problem solving', 'go', 'research', 'r', 'cli', 'os', 'sa', 'ar', 'javascript', 'ml', 'html', 'ip', 'dl', 'http', 'ai', 'attention to detail']",https://www.indeed.co.in/company/PRonto-Media-Solutions/jobs/Web-Designer-Developer-153198ebac720a9b?fccid=32a56ed321994dfd&vjs=3,Contract
2383,Node js developer,All Research Solution,"Delhi, Delhi",India,Domestic,"['orm', 'bi', 'ann', 'https', 'js', 'go', 'research', 'r', 'sa', 'ar', 'http']",https://www.indeed.co.in/company/All-Research-Solution/jobs/Node-Js-Developer-e226e00fbacbdf12?fccid=482905e12f93af2a&vjs=3,Part-time
2384,UI/UX Developer,Digital Xpressions,"Pune, Maharashtra",India,Domestic,"['marketing', 'cd', 'orm', 'bi', 'networking', 'css', 'java', 'api', 'ann', 'https', 'js', 'go', 'r', 'restful apis', 'git', 'cli', 'os', 'sa', 'ar', 'javascript', 'ide', 'ml', 'html', 'ip', 'http', 'ai']",https://www.indeed.co.in/company/Digital-Xpressions-Pvt.Ltd./jobs/Ui-Ux-Developer-535c77a9b026a3d1?fccid=b9c20d50441a5cd0&vjs=3,Contract
2385,Wordpress Developer,610 Web Lab,"Jalandhar, Punjab",India,Domestic,"['communication', 'orm', 'bi', 'css', 'java', 'ann', 'https', 'js', 'go', 'r', 'sa', 'ar', 'javascript', 'ml', 'html', 'ip', 'http', 'ai']",https://www.indeed.co.in/company/610-Web-Lab-LLP/jobs/Wordpress-Developer-55c0a1fa3d273236?fccid=48e00c0e80091a8e&vjs=3,Internship
2386,Web Developer - WordPress & Shopify,HARIS&CO,"Calicut, Kerala",India,Domestic,"['communication', 'orm', 'bi', 'css', 'java', 'ann', 'teamwork', 'https', 'js', 'go', 'r', 'os', 'sa', 'ar', 'javascript', 'ide', 'ml', 'html', 'ip', 'http', 'ai', 'attention to detail']",https://www.indeed.co.in/company/HARIS&CO/jobs/Web-Developer-2e0fb71343a7fa05?fccid=4f58b1286c4f4a1c&vjs=3,Temporary
2387,AngularJS Developer,OPTIMUMBREW TECHNOLOGY,"Surat, Gujarat",India,Domestic,"['orm', 'bi', 'css', 'java', 'https', 'js', 'go', 'r', 'excel', 'sa', 'ar', 'javascript', 'ide', 'ml', 'html', 'ip', 'nat', 'http', 'ai']",https://www.indeed.co.in/company/Optimumbrew-Technology/jobs/Angularj-Developer-89f4c141495012ff?fccid=6e4e6ff0033cba47&vjs=3,Part-time
2388,Front End Developer,Smart Work Consultants,"Madurai, Tamil Nadu",India,Domestic,"['cd', 'bi', 'css', 'sql', 'api', 'ann', 'https', 'js', 'go', 'r', 'slo', 'sa', 'ar', 'ml', 'html', 'dl', 'http', 'ai']",https://www.indeed.co.in/company/Smart-Work-Consultants/jobs/Front-End-Developer-e5c8f87dfbadf061?fccid=c2dd5bbf47cd91d7&vjs=3,Temporary
2389,React Native Developer - Fresher,Perisync Technologies Pvt Ltd,"Bengaluru, Karnataka",India,Domestic,"['orm', 'bi', 'ann', 'https', 'js', 'go', 'r', 'training', 'os', 'sa', 'ar', 'ml', 'html', 'nat', 'http', 'ai']",https://www.indeed.co.in/company/Perisync-Technologies-Pvt-Ltd/jobs/React-Native-Developer-407fe4f514fb4bf3?fccid=f53461e76d0742d2&vjs=3,Full-time
2390,Full Stack Developer || Dehradun,Ebizon,"Dehra Dun, Uttarakhand",India,Domestic,"['marketing', 'cd', 'orm', 'bi', 'css', 'customer service', 'java', 'saas', 'api', 'ann', 'teamwork', 'https', 'js', 'go', 'r', 'excel', 'cap', 'git', 'cli', 'os', 'sa', 'ar', 'javascript', 'ide', 'ml', 'html', 'ip', 'dl', 'nat', 'creativity', 'http']",https://www.indeed.co.in/rc/clk?jk=25b53cac7930378b&fccid=5e795dbcdc18d0d8&vjs=3,Internship
2391,Senior Full Stack Developer,ERMOFILEX RHYTHM ENGINEERING,"Chennai, Tamil Nadu",India,Domestic,"['aws', 'orm', 'bi', 'css', 'sql', 'java', 'ann', 'https', 'js', 'problem solving', 'go', 'r', 'git', 'os', 'sa', 'ar', 'critical thinking', 'javascript', 'ide', 'ml', 'html', 'ip', 'dl', 'docker', 'http', 'ai', 'base']",https://www.indeed.co.in/company/ERMOFILEX-RHYTHM-ENGINEERING/jobs/Senior-Full-Stack-Developer-2ee08eb8db62185b?fccid=6604bd5a9d066c1e&vjs=3,Part-time
2392,MERN Stack Developer,Aiolos Cloud Solutions,"Mumbai, Maharashtra",India,Domestic,"['communication', 'aws', 'analytical skills', 'security', 'orm', 'bi', 'java', 'api', 'eai', 'ann', 'https', 'js', 'go', 'r', 'restful apis', 'cli', 'os', 'sa', 'ar', 'javascript', 'ide', 'ml', 'defi', 'html', 'ip', 'json', 'http', 'ai', 'base']",https://www.indeed.co.in/company/Aiolos-Solutions/jobs/Mern-Stack-Developer-1988ada8849bce35?fccid=93ee1a7090a0ed55&vjs=3,Full-time
2393,UI/UX Developer,GEEKRABIT PRIVATE LIMITED,"Pune, Maharashtra",India,Domestic,"['asynchronous programming', 'marketing', 'orm', 'bi', 'networking', 'css', 'https', 'js', 'go', 'research', 'r', 'training', 'os', 'sa', 'ar', 'gui', 'ide', 'ml', 'html', 'dl', 'http', 'ai']",https://www.indeed.co.in/company/GEEKRABIT-PRIVATE-LIMITED/jobs/Ui-Ux-Developer-b1e9a47694db6fd9?fccid=a15c1afac3595756&vjs=3,Temporary
2394,Web Developer Sr. & Jr.,"HR, Kaizen Star Technologies","Ernakulam, Kerala",India,Domestic,"['bi', 'sql', 'api', 'ann', 'https', 'js', 'go', 'r', 'sa', 'ar', 'ide', 'ml', 'html', 'mvc', 'json', 'http', 'ai', 'base']","https://www.indeed.co.in/company/HR,-Kaizen-Star-Technologies/jobs/Web-Developer-Senior-Junior-34cf5e145a877fc3?fccid=5972ec73405bf45d&vjs=3",Temporary
2395,Web Designer & Developer,Maisha Infotech Pvt. Ltd.,"Pitampura, Delhi",India,Domestic,"['bi', 'css', 'java', 'pd', 'https', 'js', 'go', 'r', 'editing', 'sa', 'ar', 'ide', 'ml', 'html', 'ip', 'http', 'ai']",https://www.indeed.co.in/company/Maisha-Infotech-Pvt.-Ltd./jobs/Web-Designer-Developer-77bf5be41cfa8d51?fccid=8f1a41396ce69414&vjs=3,Internship
2396,PHP Web Developer,Hivends Info solution,"Zirakpur, Punjab",India,Domestic,"['communication', 'css', 'java', 'https', 'js', 'go', 'r', 'sa', 'ar', 'version control', 'javascript', 'ide', 'ml', 'html', 'ip', 'nat', 'http', 'ai']",https://www.indeed.co.in/company/hivends-Info-Solution/jobs/PHP-Web-Developer-a84e6db8ab474812?fccid=54e5a7680a635f98&vjs=3,Contract
2397,React Native Developer,Jeronone Technology,"Mohali, Punjab",India,Domestic,"['orm', 'bi', 'java', 'api', 'ann', 'https', 'js', 'go', 'r', 'os', 'sa', 'ar', 'javascript', 'ide', 'ip', 'nat', 'http', 'base']",https://www.indeed.co.in/company/Jeronone-Technology/jobs/React-Native-Developer-d620f20431f5ffde?fccid=117c58c8b98b116c&vjs=3,Contract
2398,WordPress Developer,BOT VFX,"Chennai, Tamil Nadu",India,Domestic,"['cd', 'security', 'bi', 'css', 'java', 'ann', 'https', 'js', 'go', 'r', 'ar', 'javascript', 'ml', 'html', 'ip', 'http', 'ai']",https://www.indeed.co.in/rc/clk?jk=cd81b7b504fde4b7&fccid=dff5290eff8d0bd0&vjs=3,Temporary
2399,Angular Developer,Red Apple Technologies Pvt Ltd,"Okhla Industrial Estate, Delhi",India,Domestic,"['communication', 'cd', 'agile', 'orm', 'bi', 'css', 'software development life cycle', 'sql', 'java', 'api', 'cassandra', 'xml', 'teamwork', 'https', 'js', 'go', 'r', 'excel', 'cap', 'git', 'slo', 'os', 'sa', 'ar', 'san', 'javascript', 'ide', 'ci/cd', 'ml', 'scrum', 'html', 'ip', 'http', 'ai', 'base']",https://www.indeed.co.in/company/Red-Apple-Technologies/jobs/Angular-Developer-89ea5232f48a7a42?fccid=535035f66b25ff13&vjs=3,Contract
2400,React Native Developer,AriveGuru,"Bengaluru, Karnataka",India,Domestic,"['mobile development', 'orm', 'bi', 'sql', 'java', 'api', 'ann', 'xml', 'https', 'js', 'problem solving', 'go', 'sdlc', 'r', 'slo', 'os', 'sa', 'ar', 'ide', 'ml', 'ip', 'json', 'dl', 'nat', 'http', 'ios development']",https://www.indeed.co.in/company/Freshot-Robotics/jobs/React-Native-Developer-d5283d4489247756?fccid=9c9d4de26fa6447f&vjs=3,Full-time
2401,Wordpress Developer,Helpful insight Pvt Ltd,"Jaipur, Rajasthan",India,Domestic,"['communication', 'cd', 'security', 'orm', 'bi', 'css', 'sql', 'java', 'cv', 'api', 'pd', 'teamwork', 'https', 'js', 'problem solving', 'go', 'r', 'collaboration', 'organizational skills', 'git', 'cli', 'svn', 'os', 'sa', 'ar', 'javascript', 'ide', 'ci/cd', 'ml', 'html', 'ip', 'dl', 'nat', 'http', 'ai', 'base']",https://www.indeed.co.in/company/Helpful-insight-Pvt-Ltd/jobs/Wordpress-Developer-44648560ce0468b4?fccid=fb2033f68a8edc03&vjs=3,Internship
2402,Full Stack Developer,Camphor Solutions Private Limited,"Delhi, Delhi",India,Domestic,"['security', 'orm', 'bi', 'css', 'sql', 'java', 'https', 'js', 'go', 'r', 'sa', 'ar', 'javascript', 'ide', 'ml', 'defi', 'html', 'ip', 'mvc', 'nat', 'http', 'ai', 'base']",https://www.indeed.co.in/company/Camphor-Solutions-Private-Limited/jobs/Full-Stack-Developer-3d004d1ea5d63f7c?fccid=1bc159e1508393a2&vjs=3,Internship
2403,PHP Web Developer,AppNexus Technology,"Noida, Uttar Pradesh",India,Domestic,"['cd', 'orm', 'sql', 'https', 'linux', 'js', 'go', 'r', 'cli', 'sa', 'ar', 'ml', 'html', 'mvc', 'http']",https://www.indeed.co.in/company/AppNexus-Technology-Pvt-Ltd/jobs/PHP-Web-Developer-16e944e23ccca512?fccid=9e856cd0ccaf6a80&vjs=3,Temporary
2404,React Native Developer,Avestan Technologies,"Nagpur, Maharashtra",India,Domestic,"['agile', 'bi', 'css', 'java', 'ann', 'https', 'js', 'go', 'r', 'os', 'sa', 'ar', 'javascript', 'gpu', 'ml', 'html', 'ip', 'nat', 'http']",https://www.indeed.co.in/company/Avestan-technologies/jobs/React-Native-Developer-00f4462498fba1a3?fccid=f259b175ab0caacb&vjs=3,Contract
2405,PHP Web Developer Exp (6 months - 3 yrs),Dhakad Technosoft Pvt Ltd,"Indore, Madhya Pradesh",India,Domestic,"['orm', 'bi', 'css', 'api', 'https', 'js', 'go', 'r', 'os', 'sa', 'ar', 'ml', 'html', 'dl', 'http']",https://www.indeed.co.in/company/Dhakad-Technosoft-Pvt-Ltd/jobs/PHP-Web-Developer-Exp-a2bda3fe8fea9c62?fccid=512c6432286a0cbb&vjs=3,Contract
2406,Wordpress Developer,Golden Age Media,"Delhi, Delhi",India,Domestic,"['bi', 'ann', 'https', 'js', 'go', 'r', 'sa', 'ar', 'http', 'ai']",https://www.indeed.co.in/company/GoldenAge-Trading-Pvt-Ltd/jobs/Wordpress-Developer-dc6449aac229c4a7?fccid=036075dfdc6b9a42&vjs=3,Contract
2407,React JS Faculty,Desire Infotech,"Gandhinagar, Gujarat",India,Domestic,"['cd', 'bi', 'css', 'java', 'ann', 'https', 'js', 'c++', 'go', 'r', 'sa', 'ar', 'ml', 'html', 'ip', 'http']",https://www.indeed.co.in/company/Desire-Infotech/jobs/React-Js-Faculty-8eb4e9120a79d54b?fccid=28cd316405df33b4&vjs=3,Contract
